,verb,noun,seq
49029,,,What is the Mount Fuji sign?
49030,,,What is the purpose of the predicted maps?
49031,,,What could be the possible cause of this abnormal signal intensity?
49032,,,What type of cells were cultured in the pellet?
49033,infiltrate,tissue,What type of cells are infiltrating the lung tissue?
49034,,,What about collagen type II staining?
49035,,,What is the Scimitar vein?
49036,mean,,What does homogenous opacity mean?
49037,,,In which plane is the MRI scan taken?
49038,,,Are the masses located on the surface or inside the liver?
49039,say,,What can you say about the foramen magnum?
49040,,,What is the purpose of using different sequences?
49041,,,What is the purpose of the Sanger sequencing chromatograms?
49042,,,What is the yellow arrow pointing to?
49043,indicate,,What does the soft tissue density with concave margins indicate?
49044,,,How are the GPS scores distributed among the different MRI findings?
49045,tell,,What can you tell about the heart in this MRI image?
49046,,,What is the effect of the mass on the gut loops?
49047,,,Are there any differences in the brain areas between R222 and the control?
49048,,,What is the relationship between risk scores and histological grades?
49049,,,What does the image show about the chest tube location?
49050,confirm,,What type of carcinoma was confirmed?
49051,present,,How is the information presented visually?
49052,indicate,,What do the air pockets indicate?
49053,,,What are the results of the histological analysis?
49054,describe,change,Can you describe the changes observed in the kidney tissue over time?
49055,,,What is the time point of the histological sections?
49056,look,,How does the lung expansion look in the image?
49057,,,What is the main goal of the proposed methodology?
49058,,,What are the normal neurons indicated by?
49059,tell,,Can you tell me more about the patients' clinical characteristics?
49060,,,What is the significance of macrovesicular and microvesicular steatosis?
49061,indicate,,What does a dilated esophagus indicate?
49062,represent,,What does the CONSORT diagram represent?
49063,,,Is it also visible in the left hemithorax?
49064,randomize,,How many patients were randomized to each treatment group?
49065,affect,panniculus,What type of cells are affecting the adipose panniculus?
49066,show,,What do the histological images show?
49067,,,What are the key morphological components highlighted?
49068,,,What is the suspected issue in the abdomen?
49069,represent,,Which muscles are represented by the four eggs in the nest?
49070,,,What are the colored regions of interest (ROI) on the average velocity images?
49071,,,What is the significance of the changes in ventricular volumes?
49072,say,,What can you say about the external iliac artery?
49073,,,What are the dimensions of the cystic mass?
49074,implant,,Where is the generator implanted?
49075,,,What is the increased signal indicating?
49076,indicate,,What is the white oval figure indicating?
49077,,,What is the context of the photo?
49078,,,What is the connection between von Willebrand Factor/Factor VIII and Hippocampal Atrophy?
49079,,,What is the role of the OmniTRAX™ Active Patient Tracker?
49080,do,,What did the histological examination show?
49081,indicate,,What does the absence of honeycombing indicate?
49082,see,,What type of inflammation is seen in the uninfected cotton rat lung?
49083,,,What is the abnormality in the T11 and T12 vertebral bodies?
49084,,,Are there any signs of bowel ischemia or obstruction?
49085,,,What are the histological features of the xenograft tumors?
49086,,,What is the location of these cells?
49087,,,What could be the cause of the nose swelling?
49088,affect,,Which arteries are affected by severe stenosis?
49089,,,How many zones are there in each lung?
49090,have,symptom,Did the patient have any respiratory symptoms?
49091,tell,size,Can you tell me the size of the left and right common iliac arteries?
49092,,,What is the comparison between cancerous and histopathologically unchanged tissues?
49093,,,What are the implications of these findings?
49094,emerge,,Where did the nodule emerge?
49095,,,What is the affected area in the image?
49096,observe,,What else was observed in the image?
49097,,,What are the three main imaging modalities shown in the image?
49098,occupy,,How many screws are occupied in the plate?
49099,,,What is the age and gender of the subject?
49100,,,What is the issue with the tibial component?
49101,,,What was the initial suspicion based on the MRI findings?
49102,,,What is the purpose of the comparison between different groups?
49103,,,What are the significant differences between the two imaging techniques?
49104,,,What are the scores for pancreatic lesions?
49105,,,What is the purpose of the mucosa layer?
49106,,,What are the other findings?
49107,,,What is the jejunum?
49108,,,What is the characteristic feature of the pattern?
49109,,,What is the change in the cerebellar tonsil position?
49110,,,What are the histological damage index (HDI) values for the BPF-treated groups?
49111,,,What is the first phase?
49112,,,What are the MRI findings?
49113,do,,What does the Power Doppler image show?
49114,,,What is the main observation in the histopathology of lungs?
49115,place,,Where were the IMUs placed on the participants?
49116,,,What is the significance of the annual increase in global BAG?
49117,,,What about the subcutaneous emphysema?
49118,,,Are these cystic air spaces located in the right or left lung?
49119,,,What is the purpose of the histology study?
49120,,,What should be the correct placement of the nasogastric tube?
49121,,,Are there any abnormal pulmonary or lymph node lesions?
49122,do,,What does the chest X-ray show?
49123,,,What kind of masses are present in the liver?
49124,prefer,,Why are Gd-based agents preferred?
49125,,,What is the purpose of live cell culture?
49126,,,What is the effect of propranolol pretreatment?
49127,see,,What can you see in the lungs?
49128,reconstruct,,What has been reconstructed in the image?
49129,,,What is the main feature of the image?
49130,,,What is the shape of the mold?
49131,indicate,,What type of cells are indicated by spindle cells?
49132,,,What is the purpose of the FLEX electrode array?
49133,,,What is the appearance of the skeletal lesion?
49134,see,,What can be seen in the left thorax?
49135,,,What is the significance of the contrast in the right pleural cavity?
49136,happen,,What happened before the CT scan was performed?
49137,,,Is it a benign or malignant lesion?
49138,,,What are the different views shown?
49139,utilize,,What data modalities are utilized by deep learning models in oncology?
49140,,,Is this algorithm used for adults or children?
49141,,,What is the consequence of a prolapsed lumbar disc?
49142,,,What is the histogram representation for?
49143,mean,,What does loss of gray-white differentiation mean?
49144,,,What are the two imaging techniques mentioned in the algorithm?
49145,,,What is the scoring system used to evaluate cartilage degradation?
49146,,,What are the different colors in the bars representing?
