,verb,noun,seq
47541,look,,What does atelectasis look like on a chest X-ray?
47542,,,What is the staining used in the histology images?
47543,imply,,What does this correlation imply?
47544,represent,,What does the asterisk represent?
47545,seem,,What other organ seems to be infiltrated?
47546,obtain,,How were these measurements obtained?
47547,,,What about the performance for µCT masks?
47548,,,Are there any non-invasive techniques shown?
47549,represent,,What does the left panel represent?
47550,,,How are the outliers represented in the boxplot?
47551,,,What is the appearance of the cells in the endonasal mass?
47552,,,What type of cells are present in the epidermis?
47553,show,,What type of MRI images are shown in the upper panel?
47554,compare,,How do the consolidations compare to the previous X-ray?
47555,,,Is there any foreign object visible?
47556,see,plate,Can you see the plates in the image?
47557,review,,What types of data are being reviewed?
47558,mention,,What kind of investigations are mentioned in the flowchart?
47559,,,What is the procedure being performed in the image?
47560,,,What is the purpose of the mandibular fat bodies?
47561,,,What are the features of reactivation Mycobacterium tuberculosis in the image?
47562,look,,What would a pneumothorax look like on a chest X-ray?
47563,,,What is the plantaris muscle?
47564,,,How about the tegmen tympani?
47565,,,What are the differences between the control group and the PE group?
47566,,,What is the purpose of the participants consuming water?
47567,,,How are the burn wounds created?
47568,,,What is the purpose of histological verification?
47569,,,What is the significance of an absent pedicle?
47570,cover,tumor,What type of tissue is covering the tumor?
47571,,,What are the histological findings in the osteoarthritis group?
47572,stain,,What type of cells are stained red in the image?
47573,,,How is the data represented in the plot?
47574,,,What is the difference between the sham-operated group and the I/R injury control group?
47575,,,What about the second patient's chest x-rays?
47576,,,What is the trend observed in the image?
47577,,,What is the condition of the patellar cartilage?
47578,,,What are LDHs?
47579,,,What is the significance of the intracerebral hemorrhage?
47580,,,What is the globus pallidus?
47581,do,,What does the axial CT show?
47582,,,What is the purpose of examining the lymph nodes?
47583,,,What is the purpose of the ROAST E-field model?
47584,,,What is the purpose of the time lapse?
47585,,,What is the significance of the superficial dermal infiltration?
47586,suggest,,What does the non-zero Y-intercept suggest?
47587,,,What about the quadrangles?
47588,,,What is the relationship between capillary pattern and histological findings?
47589,do,,What does the current chest X-ray show?
47590,,,What is the magnification of the histological staining?
47591,,,What is the significance of a prolactinoma?
47592,use,,What type of animals were used in the experiment?
47593,,,What is the significance of the right-sided aortic arch?
47594,,,What is the difference between pneumonia and effusion?
47595,,,How severe are the infiltrates?
47596,apply,,What is the intervention being applied?
47597,,,Where is the aneurysm attached?
47598,,,What is the significance of the right amygdala in this context?
47599,mean,,What does osseous metastatic infiltration mean?
47600,,,What is the seedling?
47601,,,What is the purpose of a ventriculoperitoneal shunt?
47602,,,What could be the possible cause of this effusion?
47603,,,What could be the possible cause of the boot-shaped heart?
47604,,,Are the bone structures normal?
47605,form,,What structures are formed by the adenocarcinoma?
47606,,,What are the blue and red colors on top of the heat map?
47607,,,What is the main finding in the left panel?
47608,look,,What does the PDA clip look like on the X-ray?
47609,,,Are there any differences between male and female subjects?
47610,use,,What stain was used for the histological sections?
47611,,,What are the different categories of chest X-ray results?
47612,question,,What percentage of patients were questioned for interventional radiology?
47613,,,What is the significance of not having thrombus or emboli?
47614,,,What is the difference between the right and left knee in the image?
47615,,,What is the main purpose of FLAIR MRI?
47616,,,What is the purpose of the quadrant division?
47617,explain,role,Can you explain the role of the treatment planning system (TPS)?
47618,say,,What can you say about the patient's brain condition based on the image?
47619,,,What is the texture of the cut section?
47620,line,gland,What type of cells are lining the gastric glands?
47621,look,,What do the opacifications look like?
47622,,,What is the object in the image?
47623,,,What are the main endoscopic features considered in this relationship?
47624,,,Is it a sign of pneumonia?
47625,appear,,How does the cystic lesion appear on the image?
47626,,,What is the purpose of these models?
47627,see,,What can be seen in the chest CT?
47628,,,What is the role of miR-216a-5p and miR-217-5p in apoptosis and cell survival?
47629,show,,What does the photograph show?
47630,,,What is the abnormality in the MRI image?
47631,perform,,How does MRI + DWI perform in diagnosing renal lesions?
47632,show,,What type of tissue is being shown in the image?
47633,,,What was the incidental finding?
47634,represent,,What do the different colors in the image represent?
47635,,,What are the colors used in the graphs?
47636,,,What are these curves used for?
47637,,,What are the multiple lobules?
47638,,,Where is the collection located?
47639,,,What is the purpose of the phantom experiment?
47640,differentiate,,How can you differentiate ARDS from other lung conditions on a chest x-ray?
47641,describe,difference,"Can you describe the difference between unifocal, multifocal, and diffuse invasive breast carcinomas?"
47642,,,What are the two main criteria for diagnosis?
47643,,,What are the different markers on the graph?
47644,,,What is the pattern of the fibroblasts?
47645,,,What is the appearance of the tissue?
47646,,,What is the position of the vertebrae in the image?
47647,,,What is the cause of the seizures?
47648,,,What is the whirlpool sign?
47649,observe,,What type of inflammation is observed in the periphery of the cavity?
47650,,,How many tumors are there?
47651,see,,What type of mass is seen in the kidney?
47652,look,,What does the neoplastic testis look like?
47653,acquire,,In which regions were the spectra acquired?
47654,represent,,What do the links between the nodes represent?
47655,compare,,What are the two imaging modalities being compared in this figure?
47656,see,stent,Can you see the stent in the image?
47657,get,information,What information can we get from this image?
47658,,,What is cervical subcutaneous emphysema?
